producto_id,marca_repuesto,calidad_repuesto,condicion,descripcion_corta,marca_vehiculo,modelo_vehiculo,anio_desde,anio_hasta,motor_codigo,cilindrada,combustible,transmision,carroceria,version_trim,compatibilidades,vin_prefijos,chasis_series,numeros_motor_series,colores_disponibles,requiere_color,requiere_vin,requiere_chasis,observaciones
PRD-2022,Denso,OEM,Nuevo,Manguera radiador inferior compatible Hyundai Accent 2014-2019,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,DCT,Sedán,GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,FALSE,FALSE,FALSE,Requiere líquido refrigerante G12
PRD-2164,Delphi,Reconstruido,Usado,Termostato compatible Great Wall Wingle 5 2011-2018,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,AT,Camioneta,Deluxe|Base,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,FALSE,FALSE,FALSE,Verificar diámetro
PRD-2034,Original,Genérico,Usado,Filtro de cabina compatible Hyundai Tucson 2016-2021,Hyundai,Tucson,2016,2021,G4NA,2.0L,Gasolina,MT,SUV,Limited|Value,Años 2016-2021; Motor G4NA; 2.0L; Gasolina,KM8|TMA,TL,G4NA,,FALSE,TRUE,FALSE,Requiere líquido refrigerante G12
PRD-2112,Original,Genérico,Usado,Correa auxiliar compatible Nissan NP300 2012-2018,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,LE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,FALSE,TRUE,FALSE,Verificar diámetro
PRD-2152,Hella,Genérico,Nuevo,Pastillas de freno traseras compatible Suzuki Swift 2012-2017,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,,Hatchback,GLX|GL,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,FALSE,FALSE,FALSE,Con ABS/ESP
PRD-2056,Denso,Genérico,Usado,Termostato compatible Toyota Corolla 2010-2018,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,AT,Sedán,GLi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,FALSE,FALSE,FALSE,Con ABS/ESP
PRD-2069,Original,Aftermarket,Remanufacturado,Pastillas de freno delanteras compatible Toyota Corolla 2010-2018,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,DCT,Sedán,XEi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,FALSE,FALSE,FALSE,Verificar diámetro
PRD-2044,Valeo,Reconstruido,Usado,Kit embrague compatible Hyundai Tucson 2016-2021,Hyundai,Tucson,2016,2021,G4NA,2.0L,Gasolina,MT,SUV,Value|Limited,Años 2016-2021; Motor G4NA; 2.0L; Gasolina,KM8|TMA,TL,G4NA,,FALSE,FALSE,FALSE,Verificar diámetro
PRD-2019,Febi Bilstein,Aftermarket,Usado,Sensor oxígeno compatible Hyundai Accent 2014-2019,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,CVT,Sedán,GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,FALSE,FALSE,FALSE,Requiere líquido refrigerante G12
PRD-2006,Gates,OEM,Nuevo,Filtro de aceite compatible Hyundai Accent 2014-2019,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,,Sedán,Limited|GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,FALSE,FALSE,FALSE,Verificar diámetro
PRD-2055,Sachs,Genérico,Usado,Radiador compatible Toyota Corolla 2010-2018,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,DCT,Sedán,XEi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,FALSE,FALSE,FALSE,
PRD-2075,Gates,Aftermarket,Nuevo,Manguera radiador superior compatible Toyota Corolla 2010-2018,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,,Sedán,XEi|GLi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,FALSE,FALSE,FALSE,Verificar diámetro
PRD-2000,Delphi,OEM,Nuevo,Bomba de agua compatible Hyundai Accent 2014-2019,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,CVT,Sedán,GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,FALSE,FALSE,FALSE,Incluye empaquetadura
PRD-2172,Gates,Aftermarket,Usado,Bobina de encendido compatible Great Wall Wingle 5 2011-2018,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Deluxe,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,FALSE,FALSE,TRUE,Con ABS/ESP
PRD-2135,Mahle,Genérico,Usado,Turbocargador compatible Nissan NP300 2012-2018,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,SE|LE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,FALSE,FALSE,TRUE,
PRD-2127,Delphi,OEM,Usado,Sensor oxígeno compatible Nissan NP300 2012-2018,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,SE|LE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,FALSE,FALSE,FALSE,Con ABS/ESP
PRD-2068,NGK,Aftermarket,Remanufacturado,Amortiguador trasero compatible Toyota Corolla 2010-2018,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,,Sedán,XEi|GLi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,FALSE,FALSE,FALSE,Con ABS/ESP
PRD-2167,Delphi,Aftermarket,Usado,Bomba de combustible compatible Great Wall Wingle 5 2011-2018,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Deluxe|Base,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,FALSE,FALSE,FALSE,Verificar diámetro
PRD-2136,Denso,Reconstruido,Nuevo,Bomba de agua compatible Suzuki Swift 2012-2017,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,,Hatchback,GLX|GL,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,FALSE,TRUE,FALSE,
PRD-2042,Hella,Genérico,Nuevo,Pastillas de freno traseras compatible Hyundai Tucson 2016-2021,Hyundai,Tucson,2016,2021,G4NA,2.0L,Gasolina,AT,SUV,Limited,Años 2016-2021; Motor G4NA; 2.0L; Gasolina,KM8|TMA,TL,G4NA,,FALSE,FALSE,FALSE,Verificar diámetro
PRD-2110,Mahle,OEM,Remanufacturado,Termostato compatible Nissan NP300 2012-2018,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,AT,Camioneta,LE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,FALSE,FALSE,FALSE,Con ABS/ESP
PRD-2089,Delphi,Aftermarket,Nuevo,Bujías compatible Toyota Hilux 2012-2015,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,SR,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,FALSE,FALSE,FALSE,Incluye empaquetadura
PRD-2072,Denso,Aftermarket,Usado,Kit embrague compatible Toyota Corolla 2010-2018,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,CVT,Sedán,XEi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,FALSE,FALSE,FALSE,
PRD-2023,Sachs,Reconstruido,Remanufacturado,Maza de rueda compatible Hyundai Accent 2014-2019,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,AT,Sedán,Limited,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,FALSE,TRUE,FALSE,Incluye empaquetadura
PRD-2142,Mahle,Reconstruido,Usado,Filtro de aceite compatible Suzuki Swift 2012-2017,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,DCT,Hatchback,GLX,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,FALSE,FALSE,FALSE,Incluye empaquetadura
PRD-2092,Sachs,OEM,Nuevo,Motor de partida compatible Toyota Hilux 2012-2015,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,SR|DX,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,FALSE,FALSE,FALSE,Incluye empaquetadura
PRD-2103,Denso,Reconstruido,Nuevo,Maza de rueda compatible Toyota Hilux 2012-2015,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,SR,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,FALSE,FALSE,TRUE,Con ABS/ESP
PRD-2151,Valeo,Reconstruido,Nuevo,Pastillas de freno delanteras compatible Suzuki Swift 2012-2017,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,MT,Hatchback,GL,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,FALSE,FALSE,TRUE,Incluye empaquetadura
PRD-2067,Sachs,Reconstruido,Usado,Amortiguador delantero compatible Toyota Corolla 2010-2018,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,MT,Sedán,GLi|XEi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,FALSE,TRUE,FALSE,Requiere líquido refrigerante G12
PRD-2025,Original,Genérico,Remanufacturado,Brazo control compatible Hyundai Accent 2014-2019,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,,Sedán,GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,FALSE,FALSE,FALSE,
PRD-2175,Delphi,OEM,Nuevo,Amortiguador delantero compatible Great Wall Wingle 5 2011-2018,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Deluxe,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,FALSE,FALSE,TRUE,Requiere líquido refrigerante G12
