local_id,producto_id,sku_distribuidor,oem_part_number,marca_repuesto,calidad_repuesto,condicion,categoria,subcategoria,producto_nombre,descripcion_corta,palabras_clave,marca_vehiculo,modelo_vehiculo,anio_desde,anio_hasta,motor_codigo,cilindrada,combustible,transmision,carroceria,version_trim,compatibilidades,vin_prefijos,chasis_series,numeros_motor_series,colores_disponibles,requiere_color,requiere_vin,requiere_chasis,precio_venta,moneda,incluye_iva,iva_porcentaje,precio_venta_con_iva,estado_disponibilidad,lead_time_dias,garantia_meses,politica_devolucion,regiones_cobertura,costo_envio_base,peso_kg,alto_cm,ancho_cm,largo_cm,imagen_url,manual_url,observaciones,fecha_actualizacion,fuente
LOC-06,PRD-2022,HYU-ACC-MAN-1891,OEM_HOSEL-977645,Denso,OEM,Nuevo,Auto liviano,Enfriamiento,Manguera radiador inferior Hyundai Accent,Manguera radiador inferior compatible Hyundai Accent 2014-2019,lower radiator hose|manguera radiador inferior|Hyundai Accent Manguera radiador inferior,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,DCT,Sedán,GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,False,False,13745,CLP,False,19,16357,Bajo pedido,14,12,Cambio dentro de 7 días,RM|VI|VIII|XIII,3990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-06,PRD-2080,TOY-HIL-BOM-3501,OEM_WPUMP-318670,Valeo,Aftermarket,Remanufacturado,Camioneta,Enfriamiento,Bomba de agua Toyota Hilux,Bomba de agua compatible Toyota Hilux 2012-2015,water pump|bomba agua|bba|Toyota Hilux Bomba de agua,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,SR,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,47763,CLP,False,19,56838,Habitual,0,12,Cambio dentro de 7 días,II|V|VIII,7990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/2/25/Clutch_disc_auto_part.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-10,PRD-2125,NIS-NP3-DIS-3376,OEM_DISC-425885,Aisin,Genérico,Remanufacturado,Camioneta,Frenos,Disco de freno Nissan NP300,Disco de freno compatible Nissan NP300 2012-2018,brake disc|disco freno|Nissan NP300 Disco de freno,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,LE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,False,56251,CLP,False,19,66939,En consulta,3,12,Cambio dentro de 7 días,III|V|VII|VIII|XIII,5990,6.0,35,35,10,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-05,PRD-2027,HYU-TUC-RAD-1765,OEM_RAD-746944,Delphi,Aftermarket,Nuevo,SUV,Enfriamiento,Radiador Hyundai Tucson,Radiador compatible Hyundai Tucson 2016-2021,radiador|cooling radiator|Hyundai Tucson Radiador,Hyundai,Tucson,2016,2021,D4HA,2.0L,Diésel,AT,SUV,Limited|Value,Años 2016-2021; Motor D4HA; 2.0L; Diésel,KM8|TMA,TL,D4HA,,False,False,False,117316,CLP,False,19,139606,Habitual,0,6,No aplica en eléctricos,VII|VIII|XIII,5990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-03,PRD-2106,TOY-HIL-VÁL-9873,OEM_EGR-720559,Mahle,Aftermarket,Nuevo,Camioneta,Escape,Válvula EGR Toyota Hilux,Válvula EGR compatible Toyota Hilux 2012-2015,egr valve|válvula egr|Toyota Hilux Válvula EGR,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,DX,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,184866,CLP,False,19,219991,Habitual,0,6,No aplica en eléctricos,IX|RM|X,5990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/f/f0/Automobile_water_pump.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-10,PRD-2086,TOY-HIL-FIL-1894,OEM_OILF-621944,NGK,OEM,Nuevo,Camioneta,Filtración,Filtro de aceite Toyota Hilux,Filtro de aceite compatible Toyota Hilux 2012-2015,oil filter|filtro aceite|Toyota Hilux Filtro de aceite,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,DX|SR,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,7241,CLP,False,19,8617,Habitual,0,12,10 días sin uso,II|III|IX|V|VII|X,3990,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/5/50/Spark_plug_auto_part.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2037,HYU-TUC-ALT-5920,OEM_ALT-649911,NGK,Aftermarket,Usado,SUV,Eléctrico,Alternador Hyundai Tucson,Alternador compatible Hyundai Tucson 2016-2021,alternador|alternator|Hyundai Tucson Alternador,Hyundai,Tucson,2016,2021,G4NA,2.0L,Gasolina,MT,SUV,Value,Años 2016-2021; Motor G4NA; 2.0L; Gasolina,KM8|TMA,TL,G4NA,,False,False,False,191414,CLP,False,19,227783,Descontinuado,7,6,No aplica en eléctricos,II|III|VII|XIII,0,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/a/a9/Car_radiator.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-07,PRD-2134,NIS-NP3-VÁL-3377,OEM_EGR-410709,Sachs,Aftermarket,Remanufacturado,Camioneta,Escape,Válvula EGR Nissan NP300,Válvula EGR compatible Nissan NP300 2012-2018,egr valve|válvula egr|Nissan NP300 Válvula EGR,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,LE|SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,False,159266,CLP,False,19,189527,Bajo pedido,7,3,Cambio dentro de 7 días,II|IX|VII|VIII,0,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/f/f1/Automotive_alternator.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2189,GRE-WIN-TUR-7179,OEM_TURBO-569482,Gates,Aftermarket,Remanufacturado,Camioneta,Motor,Turbocargador Great Wall Wingle 5,Turbocargador compatible Great Wall Wingle 5 2011-2018,turbocharger|turbo|Great Wall Wingle 5 Turbocargador,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Deluxe|Base,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,False,False,False,450699,CLP,False,19,536332,En consulta,7,3,10 días sin uso,VI|VIII|X,3990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/f/f0/Automobile_water_pump.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-04,PRD-2180,GRE-WIN-KIT-9762,OEM_CLUTCH-626171,Mahle,OEM,Nuevo,Camioneta,Embrague,Kit embrague Great Wall Wingle 5,Kit embrague compatible Great Wall Wingle 5 2011-2018,clutch kit|kit embrague|Great Wall Wingle 5 Kit embrague,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Base|Deluxe,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,False,False,False,201821,CLP,False,19,240167,Habitual,0,6,10 días sin uso,II|III|V|VI|VIII|X,0,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/2/25/Clutch_disc_auto_part.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-06,PRD-2049,HYU-TUC-MAZ-4033,OEM_HUB-751180,Gates,OEM,Nuevo,SUV,Suspensión,Maza de rueda Hyundai Tucson,Maza de rueda compatible Hyundai Tucson 2016-2021,wheel hub|maza rueda|Hyundai Tucson Maza de rueda,Hyundai,Tucson,2016,2021,D4HA,2.0L,Diésel,AT,SUV,Value|Limited,Años 2016-2021; Motor D4HA; 2.0L; Diésel,KM8|TMA,TL,D4HA,,False,False,False,82816,CLP,False,19,98551,Habitual,0,12,10 días sin uso,IV|VI|X,5990,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/2/25/Clutch_disc_auto_part.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2005,HYU-ACC-BOM-2320,OEM_FUEL-274447,Monroe,Genérico,Remanufacturado,Auto liviano,Motor,Bomba de combustible Hyundai Accent,Bomba de combustible compatible Hyundai Accent 2014-2019,fuel pump|bomba combustible|Hyundai Accent Bomba de combustible,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,AT,Sedán,Limited|GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,False,False,98745,CLP,False,19,117507,Bajo pedido,10,3,10 días sin uso,IV|VI|VII,3990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2017,HYU-ACC-DIS-3667,OEM_DISC-800273,Original,Aftermarket,Nuevo,Auto liviano,Frenos,Disco de freno Hyundai Accent,Disco de freno compatible Hyundai Accent 2014-2019,brake disc|disco freno|Hyundai Accent Disco de freno,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,,Sedán,Limited|GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,False,False,56340,CLP,False,19,67045,Habitual,0,12,Cambio dentro de 7 días,II|IX|XIII,7990,6.0,35,35,10,https://upload.wikimedia.org/wikipedia/commons/1/14/Automobile_oil_filter.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-01,PRD-2109,NIS-NP3-RAD-8105,OEM_RAD-348147,Aisin,Reconstruido,Nuevo,Camioneta,Enfriamiento,Radiador Nissan NP300,Radiador compatible Nissan NP300 2012-2018,radiador|cooling radiator|Nissan NP300 Radiador,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,AT,Camioneta,SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,False,118560,CLP,False,19,141086,Descontinuado,14,6,10 días sin uso,II|III|RM|VI|VIII|XIII,3990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/5/50/Spark_plug_auto_part.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-07,PRD-2161,SUZ-SWI-BRA-4944,OEM_CTRLARM-965657,Mahle,OEM,Nuevo,Auto liviano,Suspensión,Brazo control Suzuki Swift,Brazo control compatible Suzuki Swift 2012-2017,control arm|brazo control|Suzuki Swift Brazo control,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,MT,Hatchback,GLX|GL,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,False,False,False,121164,CLP,False,19,144185,Habitual,0,12,10 días sin uso,II|IV|IX|VIII|X|XIII,7990,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/a/a9/Car_radiator.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-07,PRD-2168,GRE-WIN-FIL-8759,OEM_OILF-284791,Bosch,Genérico,Usado,Camioneta,Filtración,Filtro de aceite Great Wall Wingle 5,Filtro de aceite compatible Great Wall Wingle 5 2011-2018,oil filter|filtro aceite|Great Wall Wingle 5 Filtro de aceite,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Base,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,False,False,False,7326,CLP,False,19,8718,Habitual,0,3,No aplica en eléctricos,II|IX|RM|X|XIII,0,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/1/14/Automobile_oil_filter.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-10,PRD-2094,TOY-HIL-AMO-4499,OEM_SHOCKR-374304,Febi Bilstein,Reconstruido,Usado,Camioneta,Suspensión,Amortiguador trasero Toyota Hilux,Amortiguador trasero compatible Toyota Hilux 2012-2015,shock absorber rear|amortiguador trasero|Toyota Hilux Amortiguador trasero,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,SR,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,80145,CLP,False,19,95373,Habitual,0,3,Cambio dentro de 7 días,III|IV|RM,5990,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/7/76/Automotive_brake_pads.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-09,PRD-2062,TOY-COR-FIL-4231,OEM_CABF-249177,Valeo,Aftermarket,Remanufacturado,Auto liviano,Filtración,Filtro de cabina Toyota Corolla,Filtro de cabina compatible Toyota Corolla 2010-2018,cabin filter|filtro cabina|Toyota Corolla Filtro de cabina,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,,Sedán,GLi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,False,False,False,10032,CLP,False,19,11938,Habitual,0,12,Cambio dentro de 7 días,IV|X|XIII,0,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/2/25/Clutch_disc_auto_part.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-04,PRD-2064,TOY-COR-BOB-3608,OEM_COIL-882396,Sachs,Aftermarket,Usado,Auto liviano,Eléctrico,Bobina de encendido Toyota Corolla,Bobina de encendido compatible Toyota Corolla 2010-2018,ignition coil|bobina|Toyota Corolla Bobina de encendido,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,,Sedán,GLi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,False,True,False,48657,CLP,False,19,57902,Habitual,0,12,No aplica en eléctricos,II|III|IX|RM|VII|XIII,3990,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-09,PRD-2026,HYU-TUC-BOM-5006,OEM_WPUMP-613062,Gates,OEM,Usado,SUV,Enfriamiento,Bomba de agua Hyundai Tucson,Bomba de agua compatible Hyundai Tucson 2016-2021,water pump|bomba agua|bba|Hyundai Tucson Bomba de agua,Hyundai,Tucson,2016,2021,D4HA,2.0L,Diésel,MT,SUV,Limited,Años 2016-2021; Motor D4HA; 2.0L; Diésel,KM8|TMA,TL,D4HA,,False,False,False,43711,CLP,False,19,52016,Habitual,0,6,10 días sin uso,III|VII|X|XIII,0,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/9/99/Car_air_filter.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-09,PRD-2091,TOY-HIL-ALT-9191,OEM_ALT-463701,SKF,OEM,Remanufacturado,Camioneta,Eléctrico,Alternador Toyota Hilux,Alternador compatible Toyota Hilux 2012-2015,alternador|alternator|Toyota Hilux Alternador,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,AT,Camioneta,DX,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,True,182751,CLP,False,19,217474,Habitual,0,6,Cambio dentro de 7 días,III|RM|VIII|X,7990,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/7/76/Automotive_brake_pads.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-08,PRD-2041,HYU-TUC-PAS-1522,OEM_PADF-426974,Delphi,Genérico,Usado,SUV,Frenos,Pastillas de freno delanteras Hyundai Tucson,Pastillas de freno delanteras compatible Hyundai Tucson 2016-2021,brake pads front|pastillas freno delanteras|Hyundai Tucson Pastillas de freno delanteras,Hyundai,Tucson,2016,2021,G4NA,2.0L,Gasolina,AT,SUV,Value,Años 2016-2021; Motor G4NA; 2.0L; Gasolina,KM8|TMA,TL,G4NA,,False,False,False,27009,CLP,False,19,32141,Habitual,0,6,Cambio dentro de 7 días,II|VII|X,5990,6.0,35,35,10,https://upload.wikimedia.org/wikipedia/commons/5/50/Spark_plug_auto_part.jpg,https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/2020_ford_fusion_owners_manual.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2052,HYU-TUC-VÁL-7287,OEM_EGR-614336,Febi Bilstein,Aftermarket,Usado,SUV,Escape,Válvula EGR Hyundai Tucson,Válvula EGR compatible Hyundai Tucson 2016-2021,egr valve|válvula egr|Hyundai Tucson Válvula EGR,Hyundai,Tucson,2016,2021,D4HA,2.0L,Diésel,MT,SUV,Limited|Value,Años 2016-2021; Motor D4HA; 2.0L; Diésel,KM8|TMA,TL,D4HA,,False,False,False,173649,CLP,False,19,206642,Habitual,0,3,No aplica en eléctricos,III|IV|VII|X,7990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/2/25/Clutch_disc_auto_part.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Incluye empaquetadura,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-09,PRD-2165,GRE-WIN-KIT-4893,OEM_TIMING-752995,Sachs,Reconstruido,Usado,Camioneta,Motor,Kit correa distribución Great Wall Wingle 5,Kit correa distribución compatible Great Wall Wingle 5 2011-2018,kit distribucion|timing belt kit|Great Wall Wingle 5 Kit correa distribución,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,MT,Camioneta,Base,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,False,True,True,182529,CLP,False,19,217210,Habitual,0,3,Cambio dentro de 7 días,III|IX|VII|VIII|X,7990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-03,PRD-2081,TOY-HIL-RAD-8753,OEM_RAD-617028,SKF,OEM,Usado,Camioneta,Enfriamiento,Radiador Toyota Hilux,Radiador compatible Toyota Hilux 2012-2015,radiador|cooling radiator|Toyota Hilux Radiador,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,MT,Camioneta,DX|SR,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,False,121271,CLP,False,19,144312,Habitual,0,12,10 días sin uso,III|IX|VIII|XIII,7990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/2/25/Clutch_disc_auto_part.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-07,PRD-2007,HYU-ACC-FIL-2696,OEM_AIRF-604913,Delphi,Genérico,Nuevo,Auto liviano,Filtración,Filtro de aire Hyundai Accent,Filtro de aire compatible Hyundai Accent 2014-2019,air filter|filtro aire|Hyundai Accent Filtro de aire,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,MT,Sedán,Limited,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,False,False,9316,CLP,False,19,11086,Habitual,0,3,10 días sin uso,II|III|VI,0,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/9/99/Car_air_filter.jpg,https://www.toyota.com/t3Portal/document/om-s/OM12J46U/pdf/OM12J46U.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-09,PRD-2166,GRE-WIN-COR-9083,OEM_SERP-193150,Mahle,Aftermarket,Usado,Camioneta,Motor,Correa auxiliar Great Wall Wingle 5,Correa auxiliar compatible Great Wall Wingle 5 2011-2018,serpentine belt|correa auxiliar|Great Wall Wingle 5 Correa auxiliar,Great Wall,Wingle 5,2011,2018,GW4D20,2.0L,Diésel,AT,Camioneta,Deluxe,Años 2011-2018; Motor GW4D20; 2.0L; Diésel,LGW|LZW,WINGLE5|CC1031,GW4D20,,False,False,False,15593,CLP,False,19,18556,Habitual,0,6,Cambio dentro de 7 días,III|IV|IX|V|VII|VIII,3990,9.0,40,30,25,https://upload.wikimedia.org/wikipedia/commons/1/14/Automobile_oil_filter.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-06,PRD-2128,NIS-NP3-SEN-1015,OEM_MAF-217306,Original,Reconstruido,Nuevo,Camioneta,Eléctrico,Sensor MAF Nissan NP300,Sensor MAF compatible Nissan NP300 2012-2018,maf sensor|sensor maf|Nissan NP300 Sensor MAF,Nissan,NP300,2012,2018,YD25,2.5L,Diésel,MT,Camioneta,SE,Años 2012-2018; Motor YD25; 2.5L; Diésel,JN1|3N6,D22|D40,YD25,,False,False,True,84652,CLP,False,19,100736,Habitual,0,6,No aplica en eléctricos,IV|VII|X,5990,3.0,30,20,20,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Con ABS/ESP,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-07,PRD-2070,TOY-COR-PAS-2411,OEM_PADR-542635,Delphi,OEM,Usado,Auto liviano,Frenos,Pastillas de freno traseras Toyota Corolla,Pastillas de freno traseras compatible Toyota Corolla 2010-2018,brake pads rear|pastillas freno traseras|Toyota Corolla Pastillas de freno traseras,Toyota,Corolla,2010,2018,2ZR-FE,1.8L,Gasolina,CVT,Sedán,GLi|XEi,Años 2010-2018; Motor 2ZR-FE; 1.8L; Gasolina,JTD,ZRE,2ZR-FE,,False,False,False,27315,CLP,False,19,32505,En consulta,5,6,10 días sin uso,III|IV|IX,3990,6.0,35,35,10,https://upload.wikimedia.org/wikipedia/commons/8/86/Automotive_shock_absorber.jpg,https://www.nissanusa.com/content/dam/Nissan/us/owners/manuals/2020/2020-nissan-rogue-owner-manual.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-02,PRD-2159,SUZ-SWI-MAZ-6725,OEM_HUB-325587,Original,Aftermarket,Remanufacturado,Auto liviano,Suspensión,Maza de rueda Suzuki Swift,Maza de rueda compatible Suzuki Swift 2012-2017,wheel hub|maza rueda|Suzuki Swift Maza de rueda,Suzuki,Swift,2012,2017,K14B,1.4L,Gasolina,CVT,Hatchback,GL,Años 2012-2017; Motor K14B; 1.4L; Gasolina,JS2|TSM,ZC72S,K14B,,False,False,True,85755,CLP,False,19,102048,Habitual,0,3,10 días sin uso,II|IX|X,5990,8.0,60,18,18,https://upload.wikimedia.org/wikipedia/commons/3/3a/Car_brake_disc.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-03,PRD-2102,TOY-HIL-MAN-4375,OEM_HOSEL-243697,NGK,Aftermarket,Remanufacturado,Camioneta,Enfriamiento,Manguera radiador inferior Toyota Hilux,Manguera radiador inferior compatible Toyota Hilux 2012-2015,lower radiator hose|manguera radiador inferior|Toyota Hilux Manguera radiador inferior,Toyota,Hilux,2012,2015,1KD-FTV,3.0L,Diésel,MT,Camioneta,DX,Años 2012-2015; Motor 1KD-FTV; 3.0L; Diésel,MR0|AHT,KUN,1KD-FTV,,False,False,True,15566,CLP,False,19,18524,Habitual,0,12,10 días sin uso,IX|RM|V|VIII|XIII,7990,5.0,65,45,10,https://upload.wikimedia.org/wikipedia/commons/f/f1/Automotive_alternator.jpg,https://www.suzuki.com.ph/assets/owners_manual/Swift_OM.pdf,Verificar diámetro,2025-08-09T14:49:26Z,sheet_interno_mock_v2
LOC-10,PRD-2008,HYU-ACC-FIL-1417,OEM_CABF-173731,Original,Aftermarket,Remanufacturado,Auto liviano,Filtración,Filtro de cabina Hyundai Accent,Filtro de cabina compatible Hyundai Accent 2014-2019,cabin filter|filtro cabina|Hyundai Accent Filtro de cabina,Hyundai,Accent,2014,2019,G4FC,1.6L,Gasolina,AT,Sedán,Limited|GLS,Años 2014-2019; Motor G4FC; 1.6L; Gasolina,KMH,RB,G4FC,,False,False,False,10934,CLP,False,19,13011,Habitual,0,6,Cambio dentro de 7 días,IX|RM|V|VI|VIII|XIII,5990,0.4,10,12,12,https://upload.wikimedia.org/wikipedia/commons/a/a9/Car_radiator.jpg,https://www.hyundaiusa.com/us/en/vehicles/owners/resources/manuals/_jcr_content/par1/links_0/link.download.pdf,Requiere líquido refrigerante G12,2025-08-09T14:49:26Z,sheet_interno_mock_v2
